close,asks,bids,volume,volatile,StochRSI
674.95,689.0,594.6,39778.16165,672.0759680204051,0.9367576637987419
682.81,712.0,669.22,26866.0533,700.4912098091183,0.9539251030006265
707.64,728.0,680.33,31398.4476,730.591082323323,1.0
784.0,798.88,638.0,45673.70777,774.6380498255156,1.0
798.0,864.9,729.01,69423.62125,813.9038578507094,1.0
790.21,828.0,661.0,72526.28416,845.2885165804137,0.9479208004166704
782.41,845.99,705.98,78222.53998,871.5110788887935,0.8837100900634685
635.97,796.0,504.99,154630.49482,875.0922742884654,0.07505300164733891
640.34,714.99,627.97,79001.05634,877.8919899834275,0.08930450941848743
658.0,667.64,563.49,95431.94156,881.0992760179146,0.07909269716307418
714.95,744.0,599.99,78544.84102,887.2476173301923,0.26484680872038263
750.0,750.0,712.56,60052.47905,889.9770677537548,0.36444964079725845
739.89,766.05,693.18,51339.2782,884.7704867408978,0.3106033664312788
707.89,744.93,645.88,72679.61288,875.6517508298662,0.14438877231282937
733.99,757.87,703.0,64028.12647,865.8365587310955,0.2304818325622641
681.06,735.0,635.82,89879.99994,834.0159117438089,0.0
733.98,740.0,672.86,62628.24458,814.0195003256381,0.17350970993697087
754.99,763.55,716.8,53909.25885,813.822650647284,0.23644482605549805
855.28,899.5,749.06,113257.78355,838.2457990789812,0.5180854283825763
934.03,950.01,810.0,89041.45688,880.8729910283985,0.723534904704163
940.0,1009.72,890.01,102894.47384,915.796396318603,1.0
959.3,1045.0,930.0,97374.0163,949.5457625385116,1.0
1004.11,1017.56,950.0,71954.27895,989.461944727066,1.0
1123.09,1125.0,999.9,65278.81957,1054.3775229317723,1.0
1133.18,1239.18,910.0,158831.54798,1109.9515301821016,1.0
1291.0,1326.5,1104.85,118702.88684,1200.2839674277052,1.0
1247.0,1440.0,1201.1,160185.0129,1263.5455452964434,0.8218889448382177
1138.93,1332.49,1021.0,194546.29387,1291.9297368830503,0.44509158395641196
1253.87,1288.5,1069.01,93763.47261,1335.9387894129732,0.5896695378326117
1388.02,1427.01,1252.0,75893.43201,1401.7939583391046,0.6678716057205982
1347.0,1391.89,1220.89,98391.19585,1450.2910382365667,0.4901065157544579
1271.0,1383.13,1258.12,69236.70476,1478.9461328386851,0.0
1000.0,1275.01,780.0,343889.36509,1475.1150484808832,0.0
1000.0,1075.51,755.0,436333.67326,1465.964809095659,0.0
994.0,1075.2,924.21,294545.71207,1456.1640121385694,0.0
1032.5,1079.0,941.0,167954.11253,1436.4020713712423,0.05899158586166215
1152.75,1165.4,1031.0,123352.58362,1424.5093264893565,0.22539397255697952
1049.0,1152.69,998.0,175031.00789,1402.5772940774796,0.05726085547262003
993.0,1090.15,908.0,185212.52002,1391.7712629681223,0.0
980.0,1030.0,909.0,160159.63958,1388.8599599937043,0.0
1061.0,1074.0,953.09,134257.7947,1384.3348117459666,0.15396865467869936
1056.52,1115.0,1030.26,119415.93495,1380.5301492527028,0.1446207805509679
1051.03,1082.0,986.0,145113.638,1379.1876153786175,0.1324289681240144
1118.99,1127.99,1032.2,96894.33839,1379.005485467968,0.3073534514045918
1251.96,1277.0,1112.0,143510.73586,1390.7126225207467,0.7566076811168265
1177.01,1258.89,1161.65,105292.76808,1375.703668257533,0.6382196158619075
1085.5,1186.85,1051.0,155278.55404,1362.0714612339473,0.24389139063198922
1124.81,1135.0,1029.0,100372.03783,1361.2239791337602,0.3901455160892249
1041.94,1164.99,981.0,203355.29052,1344.6278461341878,0.05113854312336805
922.3,1047.2,783.67,377375.22874,1297.1970582402057,0.0
971.0,998.0,851.0,160037.88129,1246.5578011946898,0.14812838635355444
823.56,975.0,789.0,186446.0316,1228.2448752286841,0.0
697.92,862.47,634.94,365516.52899,1266.9699600151214,0.0
779.25,798.0,570.1,648944.4204,1279.6526193222749,0.17485139791458676
754.0,849.0,714.18,356403.4441,1291.9008245408106,0.13992553380860145
781.66,786.93,751.0,10516.2619,1295.222789945976,0.20146952872519983
877.0,882.2,781.66,95447.67289,1276.2501664241095,0.40282621676639857
851.15,911.2,800.0,214818.06768,1269.657241511598,0.3584556818722672
808.99,857.0,768.28,189323.408,1268.2618966001965,0.3511517082330772
866.66,877.56,807.46,143586.93121,1265.1363300437572,0.6018454999108555
841.57,871.0,820.0,110305.93537,1253.9300044465754,0.5331916535894169
919.09,924.99,841.3,150342.85558,1242.8510109246636,1.0
924.55,946.66,895.59,155637.78524,1232.0503899951646,1.0
938.67,948.48,901.36,115540.16349,1210.510144775425,1.0
969.99,974.0,933.48,110091.03618,1155.1398228834546,1.0
911.0,978.5,897.0,160129.79518,1108.924022241228,0.7770967482522666
938.11,956.22,906.04,80099.49534,1084.2226878949325,0.8466716716659906
882.99,961.0,873.0,120056.67502,1039.2546817458915,0.5831018317868983
835.89,908.88,812.87,176200.55151,1010.6096708388886,0.28670975722622966
801.49,871.96,786.6,137561.85113,1004.5446907100078,0.0
851.6,885.0,785.99,154507.41338,989.1730871891559,0.366118121658112
833.94,875.0,805.0,89311.5794,989.3222948264282,0.2586535636941501
841.19,849.5,813.18,59431.26474,976.6524439391305,0.31495861786891316
867.98,882.0,833.0,74911.4656,974.9657045867574,0.5270861539939301
870.11,897.49,860.69,63487.68425,968.3119727582509,0.5444129439445657
853.5,891.0,850.3,53620.45209,963.4596797085155,0.4146888679679131
870.63,879.96,848.65,43785.00503,963.1454543098623,0.5701014547527666
856.28,876.22,850.0,39436.26006,963.1673401174404,0.447053791476801
856.02,870.78,852.3,34170.2942,960.8627070220274,0.5543503501724908
866.66,868.0,836.24,29735.01829,960.8627070220274,0.6960668893492409
849.84,871.75,847.2,30567.79813,960.6644824765757,0.6837037771610873
813.11,853.18,803.01,48658.06883,957.4238549954143,0.07010252646325471
749.9,826.2,718.4,109013.2838,960.1780335842685,0.0
695.46,772.07,684.0,76312.77819,966.2234089475442,0.0
723.71,727.92,640.0,116545.37303,952.9571751154879,0.25092236269852697
680.58,745.0,673.06,63012.67972,955.4409057009228,0.04551546557654194
720.85,735.0,659.15,73967.35869,941.8565747037983,0.39029608788689446
697.11,740.5,676.31,67732.85988,938.733637614464,0.26878387409895815
689.94,713.76,680.0,55735.18315,940.0546607138721,0.2317612538576045
610.1,703.54,585.0,89904.25415,952.9102051075614,0.0
608.83,621.12,570.0,94426.72453,956.0368488190063,0.0
599.05,625.3,584.15,64720.20994,958.3444153180708,0.0
546.95,609.26,544.0,68022.4592,962.4824126576842,0.0
537.0,560.0,450.0,248817.226,958.289316621697,0.0
556.88,560.0,515.8,184798.77062,946.367974512421,0.2059609761509357
557.0,567.87,515.0,135426.91549,933.2218473115327,0.2660763539644654
559.17,590.52,545.11,117019.17321,912.588511081934,0.2978161025143766
539.92,578.6,516.0,111106.19916,891.8301260242769,0.17645353191232213
543.03,544.72,506.71,106416.06746,866.0993671598069,0.22681312693119476
520.22,545.99,518.63,87710.78945,833.3272516221608,0.07721043034776652
523.74,536.0,512.0,71903.1713,797.4838359644884,0.16330937902535392
485.0,527.67,465.56,151084.23688,767.8839339607144,0.0
448.5,491.55,446.0,138188.76042,752.9965514899302,0.0
446.67,466.0,440.14,89895.47885,745.0923627251719,0.0
384.0,449.43,380.0,225341.94316,735.093152953521,0.0
392.43,412.04,366.0,292254.79437,726.931185449179,0.16980324280056952
393.92,419.4,388.52,167833.59399,704.1583314425952,0.2011995845685912
378.58,399.91,356.9,150493.99422,683.0345579292909,0.11609185092987084
385.05,394.87,375.0,113242.14191,656.8137274566116,0.26449239904843824
415.01,419.08,380.13,137897.55565,642.8430892475008,0.9186385401918413
378.16,416.5,370.0,140598.39668,628.7922251234113,0.6911494853230166
381.22,387.03,365.61,120314.05875,613.1356842947064,0.7608543376189351
368.89,385.91,362.54,74458.69141,605.7649780504884,0.6605467276736231
384.51,394.75,368.28,71463.42848,597.1246118039196,1.0
400.4,404.05,384.0,57395.52936,582.5722066324641,1.0
399.44,431.99,387.1,151653.50413,565.7737189808261,0.9920134258912131
416.07,418.68,391.4,81394.29605,545.867159578535,1.0
429.52,433.54,410.38,86706.68627,528.7436832588836,1.0
495.67,499.0,412.88,249766.38316,517.2474026759605,1.0
495.11,530.0,480.22,251752.08782,511.3252999471412,0.9968961916268724
502.68,515.0,485.58,121283.3338,505.8413770217752,1.0
533.88,535.0,502.51,108739.15395,517.8068246326862,1.0
511.46,538.0,497.31,130359.52549,528.128830575806,0.8638782767273369
502.56,521.2,500.02,96541.96382,536.0439884363043,0.8119976577843852
526.09,526.99,501.12,73161.95251,549.2721055204803,0.9271824915252391
568.14,571.61,521.03,112235.77328,570.0938089857664,1.0
617.09,622.17,556.5,160209.03951,599.8221788865621,1.0
604.87,624.5,570.23,159364.95353,620.6615264277091,0.9254500730038518
620.92,643.49,589.0,120127.3728,641.7116242025395,0.9749683405236113
645.09,649.11,618.02,77475.70793,665.8279968053149,1.0
701.58,712.99,643.76,171437.66972,696.9893773248344,1.0
618.0,703.3,593.83,341439.50428,705.9492948910889,0.29335300011767784
661.51,666.19,600.0,155754.00815,717.7029993459989,0.4842806948256721
643.46,686.82,635.73,134803.48389,723.779250471613,0.3555019208218283
682.86,694.9,638.76,113128.36337,734.6849548994924,0.5232143676542044
690.85,700.49,665.28,110020.23869,742.1740487156494,0.5557193334132511
670.78,695.3,662.2,112494.9172,743.5699606259055,0.401520494732426
672.0,675.6,627.58,133123.66675,742.3780286372202,0.2766614858065546
688.56,691.99,663.0,86185.5033,749.0650793564037,0.27629921897983645
779.0,792.08,685.39,229419.209,771.8770946945026,0.7809776031636209
785.99,810.0,756.91,179924.40215,791.6793193379156,0.8132998225119057
819.5,832.66,781.56,128631.18764,817.755638659944,0.9634807537360074
794.3,839.99,752.49,166871.16002,830.2980427273089,0.657859471886404
752.49,799.14,701.0,284237.06328,829.1406081468942,0.19863389115902033
748.99,777.0,720.02,135106.19621,826.3971560919539,0.16792665082191421
751.75,760.74,710.26,112353.37758,826.5203587192356,0.10576855360657264
722.52,769.88,720.0,102019.29933,826.7401098282335,0.0
676.96,737.23,663.0,216953.54991,822.7093859643192,0.0
684.11,690.2,633.2,166801.07487,819.6849802123874,0.04064572445633126
729.08,742.0,666.31,136022.39207,820.078606064959,0.2787203267952276
727.49,743.9,686.0,183466.9224,821.3825220157811,0.2680623038981659
704.91,740.0,695.0,127191.21863,816.1945104193443,0.1161670160256224
706.29,712.84,673.52,118902.46895,814.9896954813408,0.12431799779510705
667.62,719.25,662.0,106723.38375,812.6828359751057,0.0
692.6,694.9,656.0,106541.66307,812.4011359349211,0.14069926584181838
697.0,717.8,682.31,88828.85641,812.3002624202621,0.2002240055232937
716.16,729.88,688.4,86004.7409,811.3107775817685,0.48346308940451543
696.7,720.46,688.0,96085.15451,810.0740741626336,0.26638173979444907
640.99,699.6,637.32,107059.5769,814.4322604221409,0.0
577.19,669.0,560.0,257099.77096,821.4239784627938,0.0
602.18,612.1,550.0,195854.62497,817.5903436453883,0.19619420470186924
585.55,617.46,568.7,118076.26273,804.6627232887112,0.11126560853233405
586.0,607.62,578.32,77654.12532,793.6400436719624,0.11503276924766909
570.4,592.0,557.43,97097.26713,790.1162671752292,0.031101879764956254
511.5,576.2,506.11,153197.83278,792.9055945947835,0.0
567.36,573.43,510.0,189082.83788,783.1724723742967,0.4010435781831385
557.19,585.83,541.2,122132.2701,777.2101743156835,0.35597662583170736
577.81,586.73,552.98,100101.52276,774.4814596730284,0.49457881615198185
579.0,590.26,564.93,83840.84162,770.1171179631172,0.5026953241365367
590.85,599.17,572.9,80258.14719,757.2012012826461,0.5864076581095113
619.66,628.81,590.1,84123.33235,743.4557298276087,0.9086201321502142
591.02,625.47,580.15,96339.44507,732.2837938290699,0.7798444408343683
609.05,614.0,570.36,89053.74351,719.8675421693772,0.9350013881050114
607.4,613.35,593.4,70152.92117,713.7788770302998,0.921479553986001
605.16,618.0,598.24,60174.1888,702.1105037204811,0.9019612166595666
598.68,608.45,593.33,49228.00755,687.4751077983419,0.842995005826186
592.87,608.97,591.0,38908.0653,663.1523898934805,0.7885680397741902
524.11,592.87,501.13,190350.58429,642.9963950820413,0.2566747838103369
531.69,535.51,508.66,145813.07819,635.8675294434064,0.11634105453391784
493.0,538.88,482.0,158223.14812,643.0162190842201,0.0
475.47,501.97,449.06,181842.19417,648.0427546496185,0.0
519.29,529.0,460.0,206093.0733,647.1335221079037,0.48447960585909844
487.48,521.0,481.62,160532.53607,648.2890130849232,0.2847912448559744
496.74,503.28,483.72,131095.45173,648.709415393174,0.38147187813134925
497.14,507.6,492.7,117316.93221,649.6043137744329,0.4126844070055403
517.95,524.48,487.27,143826.68272,648.4093552787069,0.6560554143750384
537.97,548.2,510.01,148148.38064,647.6717446685136,0.888278453807709
536.49,542.02,515.08,123892.0424,645.1206020716821,0.8930457690030729
526.18,544.98,521.11,79862.90544,642.1035779127021,0.8443714296194906
462.09,526.44,450.0,212659.53437,640.5219091569305,0.28088387289077443
473.41,481.0,455.0,94465.26834,630.600198768705,0.4383962992681183
454.41,475.81,419.53,198264.10079,626.0182026312708,0.2827435276022309
458.7,474.47,444.37,122942.1165,615.3093065245267,0.3466311919525163
429.34,460.81,429.0,84003.09976,605.2771749456399,0.10838890277207575
441.64,445.95,420.19,99156.36437,591.169001937807,0.21370740393817164
420.22,443.96,416.45,112309.56714,577.6129196139731,0.017493093677883393
434.77,442.0,404.48,159495.30942,560.1176593384594,0.27383778961739813
454.09,463.15,434.51,157169.20242,555.6774070269596,0.5974573795133594
452.1,457.77,443.73,111226.62846,549.1597644759388,0.5745971663054225
476.25,481.83,444.16,182585.11018,548.0080595609431,0.9710324805509504
461.82,486.98,457.0,186954.55478,547.6581759615322,0.7995307278012688
467.38,482.7,458.02,101886.20199,542.4116104355404,0.9045572620443851
467.87,480.0,458.8,125806.0083,541.2086401265884,0.9134378951923183
470.47,476.0,451.29,100428.64802,539.0435195288234,0.9634744125763001
485.57,487.99,461.5,83629.95382,537.7838935309584,1.0
486.77,495.98,482.05,144703.13626,533.1750009478606,1.0
471.71,488.98,468.2,89532.14109,521.6645780005557,0.7821294046711642
432.48,473.23,427.69,173640.9762,508.0786753822596,0.30330895202018354
444.99,452.69,424.2,159022.59726,493.7700392145242,0.5122345590845714
431.14,445.36,416.94,181877.07924,493.8684772643089,0.1850486195429584
432.46,442.47,424.62,150320.32532,492.20536289307313,0.10982265110997819
433.19,440.0,428.26,122253.69397,492.1647643411649,0.1296990274360545
449.78,455.0,430.52,140415.27048,491.6367403185967,0.5734459964579776
478.49,480.57,444.03,172440.71343,494.214766387615,1.0
498.76,512.0,465.29,215318.06761,500.95582111984464,1.0
479.41,515.47,468.01,236137.8071,501.33708389198057,0.7332188722604221
468.57,484.15,462.57,171308.06705,501.39817346322207,0.5937862999739676
449.04,471.02,440.0,160873.38244,501.4143844486598,0.3597075609578968
460.23,468.97,441.18,74259.64067,501.5751719478004,0.5143332607661947
457.47,472.2,454.19,60684.89595,500.1538076540757,0.47954198239765683
450.05,469.82,447.11,106561.46081,499.87676437156665,0.38395810259697655
479.28,484.27,448.47,158286.759,501.21017450393384,0.7826799272893652
472.1,485.77,464.0,170475.54936,501.60168463023456,0.6775201478472879
462.64,485.0,460.0,173976.2192,501.0079619203273,0.5301965061913387
470.09,474.0,455.84,198304.79211,498.8880243755076,0.641299444069568
469.29,472.0,460.82,156862.59361,496.3379797542766,0.4700174768466206
466.4,472.0,461.6,138747.56334,495.7933781349623,0.3934785950653604
456.23,469.79,446.1,179581.79415,494.90034861958657,0.14080354547577908
432.22,457.3,427.0,214913.57229,495.82582003060884,0.0
420.41,434.99,406.55,209570.0844,497.25150820897034,0.0
410.62,425.52,407.43,178421.10672,500.2259873221668,0.0
417.52,420.01,396.61,201156.61154,501.79835223439363,0.1517167372509619
407.21,419.53,401.86,179498.57515,504.72956703680813,0.017130746176151734
408.79,413.24,400.16,158913.77206,503.9670084442631,0.05438906656516301
405.28,413.28,397.08,166496.42465,498.37414212666926,0.005306906861286583
378.21,412.76,369.19,207706.11078,499.2171335859,0.0
355.48,380.42,347.25,275047.10788,503.48136638823587,0.0
363.3,369.9,350.51,244268.20567,506.0353085494068,0.1371993492676088
331.81,365.87,325.95,264274.13378,510.28308532684264,0.0
317.69,332.98,304.45,335634.67243,514.0620788567653,0.0
317.89,327.13,313.42,135524.79994,515.8098238687767,0.0036629619552190572
283.81,321.99,280.68,307713.22214,515.3083637469172,0.0
278.41,283.81,250.0,485174.37541,513.0133286963076,0.0
281.12,304.45,276.3,438620.64156,508.7424354142723,0.06255016184856453
287.17,298.6,277.55,235665.2551,499.70921748897155,0.20548254037985736
317.51,318.0,285.0,342556.46068,486.4798173472358,0.9100951810699652
294.11,321.33,281.79,384021.38829,472.65083868194245,0.6856499552452373
299.42,307.4,288.2,288483.44841,458.1745990750877,0.831727411870598
270.51,304.04,269.5,219153.78936,448.57541119584647,0.5931554564374909
281.21,285.9,269.7,224701.57671,438.42989036653296,0.8248879109579853
270.8,298.89,259.5,403936.78303,429.00874978107146,0.7232719659339026
275.99,280.3,267.55,277304.60909,415.5628475077192,0.839861821772503
281.19,283.1,270.22,271850.21373,402.01525140716126,0.9587118778290066
277.55,282.71,275.99,253375.49477,385.3802967560168,0.914841390895025
274.29,277.91,268.69,232525.9497,365.9640482188565,0.8742520001611382
287.71,288.15,271.59,281020.64727,351.2035329216641,1.0
295.44,298.0,282.66,318323.28971,341.1352889455742,1.0
288.4,297.0,283.55,324275.47324,325.08694346522816,0.9013287349398412
283.89,291.0,271.88,336993.14413,317.11334147931876,0.768073900451913
281.41,289.0,276.59,302663.37038,312.0404674449754,0.7170529052852906
295.71,302.0,281.34,294944.4401,307.00543246763414,1.0
295.41,299.33,288.87,153300.06112,308.01243893881883,0.993794025411815
289.09,296.62,285.99,274753.70062,308.3157739613658,0.8377278472476398
285.3,292.64,283.0,330102.19,308.39889393012044,0.7452221731045653
228.53,287.62,227.0,528734.3196,317.0659322413534,0.0
229.7,233.19,212.0,552996.86567,316.58708240385135,0.03178092458688661
215.22,234.69,213.5,398379.81741,321.231896594644,0.0
196.71,220.2,190.01,318859.84904,326.0708340728654,0.0
195.81,208.6,185.02,429255.02592,331.0610245769091,0.0
197.15,203.42,187.1,418489.86663,333.1108163901944,0.03254889184044796
185.18,200.2,176.16,476745.79216,336.21233282125536,0.0
183.12,185.22,167.32,504047.79165,337.53969345809105,0.0
210.68,215.0,183.15,739503.34051,334.9540174948771,0.6000870184384567
208.82,224.2,202.6,833945.82573,332.30687791435923,0.5813078759779124
221.29,227.42,207.64,441046.52933,329.3186415525931,0.8229548998590153
220.17,223.5,208.1,425538.57709,324.042490739702,0.8914250028879329
196.16,225.0,192.4,825020.77445,317.1753103080943,0.6367168499266043
208.17,215.47,193.47,584366.15014,310.18571270086437,0.9348813609098363
209.79,214.84,197.58,496100.46639,303.15417531736944,0.9713897664863116
224.0,226.68,205.56,573632.24236,296.1438241375302,1.0
247.73,252.11,220.66,841029.12948,286.9489248207678,1.0
241.01,255.13,232.7,423740.7403,275.717055596359,0.9300605652314752
244.5,249.73,237.0,235214.14917,265.19908812056093,0.9660705057277035
228.06,246.2,225.3,350139.1505,251.31677442946193,0.7960365559471481
219.62,228.1,203.61,710650.7097,250.39719009318577,0.7164673519714495
214.42,223.6,207.5,613754.27743,248.92685310397624,0.4602284992174285
229.13,234.0,205.01,582274.44087,250.27739411669904,0.7464785374312809
221.84,234.42,215.53,618434.62488,250.77211222971528,0.6267970283264392
231.62,237.77,214.18,604000.95586,252.05111881554183,0.811865244585214
232.94,239.0,226.5,432195.44084,253.22598998561102,0.836750651709505
231.61,235.88,224.46,322900.46128,252.22637222273661,0.7438686485316042
225.69,232.51,223.37,401305.32707,248.97189036745473,0.5648112895262518
220.77,226.43,216.51,275609.26221,248.84694883887246,0.25488534810483865
222.66,227.16,219.49,158137.42967,248.58172499098922,0.3404672722698355
228.37,231.75,219.35,137730.35786,248.94126510576035,0.6690040662485564
225.4,228.86,223.15,100257.5697,249.10423503807976,0.528265634212564
226.14,227.75,221.48,74733.67253,246.5597367227367,0.7325454765767165
230.01,232.7,224.21,210989.42202,245.7778041000515,1.0
228.4,231.02,226.56,100246.1843,244.70963718812013,0.8842279226872669
226.74,228.78,224.05,122748.21412,244.7300501663908,0.6256052877529339
191.58,226.91,189.01,497258.82871,246.69736152703024,0.0
196.96,201.87,190.04,216448.3922,246.88759286422993,0.19487506845875263
201.3,202.78,196.27,107215.5262,244.66870546609385,0.34976797442210295
197.01,203.56,194.33,110554.19361,245.26981674335855,0.2525364164921939
214.39,239.0,194.6,973857.7477,245.13168965107624,0.8307647744806551
215.09,219.95,211.55,145980.09837,245.13808779740907,0.8519488773805143
212.85,216.99,210.0,153768.85024,244.1280748366294,0.7886233504262866
206.24,215.3,203.53,150229.60097,243.91907804640036,0.604501773902641
205.0,208.0,204.21,254660.48637,242.44497447262287,0.570160522662072
207.91,209.69,203.57,62376.6968,240.37642229052003,0.681989527913915
207.49,211.99,206.74,83277.36128,238.28497593003982,0.6686108332407046
206.67,209.3,205.0,206046.89963,236.98670543360765,0.6769313899202052
205.85,207.8,202.14,112753.0414,236.22363884680672,0.6874355550390722
205.35,207.95,204.73,97128.82698,235.11523317200246,0.6958686736703802
203.93,205.94,202.88,77411.57217,232.8526357449994,0.520421718480839
204.92,209.0,203.0,91143.83291,230.8917153525033,0.5674541219692548
204.45,206.15,203.09,50235.68329,228.5099797767195,0.5324251598008958
